Name,Type,Visible,Description,Default Value
gui.enableIPIPR824820,boolean,False,PR824820 Add IP popup,1
gui.enableLinkIP,boolean,False,Enabled linking and un-linking IP in Sources View,0
gui.enableMiscSettings,boolean,False,Turns on Misc Settings page,0
gui.enableMnemonics,boolean,False,When true support hardware probe mnemonics (PR 856539),0
gui.enableNewLookAndFeel,boolean,False,Enable the new look and feel of Vivado GUI.,1
gui.enableProfiling,boolean,False,Enable GUI profiling,0
gui.enableProjectOpen,boolean,False,Enables project open by the GUI.,1
gui.enableReportView,boolean,False,Enable report view (default:false),0
gui.enableRobot,boolean,False,Enables Robot and STR menu controls in GUI (default:false),0
gui.enableSchematicHierarchy,boolean,False,Enabled Schematic Hierarchy,0
gui.enableSDAccelMode,boolean,False,Turns on SDAccel (SDx) Mode in Vivado,0
gui.enableStatusMessages,boolean,False,Enabled status messages in Messages View,1
gui.enableTclStore,boolean,False,Enabled Xilinx Tcl Store,1
gui.enableTCWLeftPaneNavigation,boolean,False,Enables the Timing Constraints wizard left pane navigation,0
gui.enableURLPrintout,boolean,False,Enabled URL printout to help buttons and menus,0
gui.enableWires,boolean,False,Enable selection of wires,0
gui.enableXHubBoardStore,boolean,False,PR-5509 Importing and Viewing Custom Boards,0
gui.exposeInternalTcl,boolean,False,"Exposes internal (aka ""hidden"" tcl values in some gui views (eg. property editor table) (default:false)",0
gui.fedDisplayCoords,boolean,False,Set FPGA Editor display coords (default:false),0
gui.flashTaskBar,boolean,False,Blink the minimized window when there are new dialogs to show (Windows only),1
gui.forceEnableIEPhoneHome,boolean,False,Force phone home when an IE occurs,0
gui.internalTestMode,boolean,False,Instructs the GUI that this tcl script or command is for internal testing/regressions,0
gui.ipiHidePinsOfHiddenNets,boolean,False,Hide pins and nets when nets are hidden from layers view,0
gui.largeFileSize,integer,False,"Size (in bytes) of a text file that is considered ""large."" Files above this size will be handled in a lazy load fashion.",8000000
gui.liteRunScript,string,False,Relative path to Tcl script for Vivado Lite 'Run' button,None
gui.liteRunWithDebugScript,string,False,Relative path to Tcl script for Vivado Lite 'Run with Debug' button,None
gui.liteSetupHardwareScript,string,False,Relative path to Tcl script for Vivado Lite 'Set up Hardware' button,None
gui.logEvents,boolean,False,Display GUI events in console (default:false),0
gui.maxNumTimingConstraints,integer,False,"Maximum number of constraints in XDC constraints editor (default: 100000, ignore: -1)",100000
gui.maxSizeAllTimingConstraints,integer,False,"Maximum size of total timing constraints that can be opened in the XDC constraints editor (default: 1000000000, ignore: -1)",1000000000
gui.maxSizePerTimingConstraint,integer,False,"Maximum size of an individual timing constraint that can be opened in the XDC constraints editor (default: 3000000, ignore: -1)",3000000
gui.noUpdateCheck,boolean,False,Disable or automatically close the XilinxNotify pop-up,0
gui.openFile,string,False,Instructs the GUI to open a file <filename>,None
gui.pinInfo,boolean,False,Compare old/new pin info (default:false),0
gui.propertyEditorLimit,integer,False,Limit for total number of displayed properties in the Property Editor.,700
gui.rtlConstraintsEditor,boolean,False,Enable XDC timing constraints editor in elaborated design (default:false),0
gui.rtlDebugFlow,boolean,False,Enable debug flow in elaborated design (default:false),0
gui.showDoClickCmdKey,boolean,False,Display command keys as tooltips (default:false),0
gui.showHardwareCellNames,boolean,False,Show cell names for debug cores in Hardware Manager,0
gui.showI18n,boolean,False,Show i18n (internationalized) tooltips (default:false),0
gui.showLayout,string,False,"Instructs the GUI to switch layout to ... (e.g., I/O Layout)",None
gui.showSimpleIcons,boolean,False,When true sources view will show a simplified set of icons,1
gui.showTrimmedPartialWires,boolean,False,Show trimmed portions of partial wires,0
gui.showUnusedNodeWires,boolean,False,Show unused node wires,0
gui.sourceHierarchyLimit,integer,False,Limit for sources view design hierarchy tree nodes.,20000
gui.systemView,integer,False,system view mode,0
gui.takeScreenCapture,string,False,"Instructs the GUI to take screen capture of a view. (e.g., Device)",None
gui.TCWLeftPaneMode,string,False,"State of the Timing Constraints wizard left pane: none, steps, help or both)",none
gui.TCWReapplyInvalid,boolean,False,Timing Constraints Wizard reapplies invalid constraints when user presses Next (default: true),1
gui.timeRowSelection,boolean,False,Measure time to select table rows,0
gui.useSystemRenderingHints,boolean,False,Respects rendering hints defined by the operating system or window manager.,0
gui.vivadoLite,boolean,False,When true run lite version of Vivado GUI,0
hd.allowConfigInRM,boolean,False,Allow a unused CONFIG_SITE to be allowed inside a reconfigurable module.,1
hd.allowInRM,string,False,"Allow a grid type, like CONFIG_SITE, to be allowed inside a reconfigurable module.",0
hd.applyExpandedContainmentArea2Placer,boolean,False,apply expanded containment area to placer,0
hd.assignPartitionPinDedicatedRoutePath,boolean,False,Allow PPLOC Assignment on dedicated route path,1
hd.availableResourceAnalysis,integer,False,0. no print; 1. print brief information about CLE usage; 2. print the available CLE tile names,0
hd.backToBackTiles,integer,False,Parameter to enable backToBackTile checks,2
hd.blockPblockCornersForPPLOC,boolean,False,Do not place PPLOCs on the corners of Pblock Slice Range,0
hd.blockPblockLeftRightForPPLOC,boolean,False,Do not place PPLOCs on the left/right edge of Pblock Slice Range,0
hd.blockPblockTopBottomForPPLOC,boolean,False,Do not place PPLOCs on the top/bottom edge of Pblock Slice Range,0
hd.BufferInsertion,boolean,False,Parameter to do buffer insertion for Pwr/Gnd nets,1
hd.bypassLoadlessClockNetBufferInsertion,boolean,False,Bypass load buffer insertion for load-less clock nets,0
hd.carveClockSpineRouting,boolean,False,Enable carve mechanism on clock spine routings at PPLOC boundaries.,1
hd.carveDedicatedRoutingNoStaticDangling,boolean,False,Don't remove RM dedicated routing that has any Static load pins downstream.,1
hd.carveSubnetRouting,boolean,False,Enable carve mechanism to identify subnet routings at PPLOC boundaries.,1
hd.carvingEntireTree,boolean,False,true: carver is going to remove the whole tree; false (default): carver is going to remove the RM routing branch only,0
hd.carvingUnplaceUnusedPort,boolean,False,true (default): carver is going to unplace unused IO terminals when going from used to ununused; false: carver is going to keep placement which user can override.,1
hd.carvingUnplaceUnusedPortConstantDriven,boolean,False,true (default): For VCC/GND nets carver is going to unplace unused IO terminals when going from used to ununused; false: carver is going to keep placement which user can override.,1
hd.checkIllegalUpdateDesignBlackbox,boolean,False,check the usage of command update_design -black_box -cell,1
hd.clockRoutingWireReduction,boolean,False,Allow PPLOC reduction on SH1-to-CL clock if there is no load,0
hd.collectExtraRepowerPipsForDiabloNoClearBitgenSupport,boolean,False,this code is used to collect extra tiles outside bounding-box due to advanced clock routing support,0
hd.debugCarveNet,boolean,False,Parameter to turn on dubugging of carve route tree on PPLOC boundary,0
hd.debugChecksum,integer,False,Enable debugging of checksum. The greater the value the more verbose the debug output,0
hd.debugEnableNestedPblocks,boolean,False,Parameter to enable nested pblock support,1
hd.debugINet,integer,False,Parameter to generate debug output for Interface Nets of Partial Configuration flows. The greater the value the more verbose the debug output,0
hd.debugOptDesignChangeCausePlacerCrash,boolean,False,opt_design change to skip DONT_TOUCH on hierarchical instance,0
hd.debugParentTile,boolean,False,Parameter to print the parentTile of a selected tile,0
hd.debugPartitionNet,boolean,False,Parameter to turn on dubugging of PartitonNet,0
hd.debugPartNets,integer,False,Parameter to generate debug output for dubugging of PartitonNets. The greater the value the more verbose the debug output,0
hd.debugPartPinRangeGen,boolean,False,Parameter to turn on dubugging of auto generate pprange for pr/pc/partition,0
hd.disableClockContainmentChecking,boolean,False,Disable clock containment checking for debugging purpose.,0
hd.disableINTTileSplit,boolean,False,Disable INT tile splitting in Everest for routability testing,0
hd.disableRCLKTileSplit,boolean,False,Disable RCLK tile splitting in Everest for routability testing,0
hd.disableVNOCTileSplit,boolean,False,Disable VNOC tile splitting in Everest for routability testing,0
hd.dumpOutDebuggingNodes,boolean,False,"parameter to dump out the debugging nodes, e. g. RM routing nodes outside RM region, static SLL used inside RM",0
hd.enableDriverReplicatonOnStaticDriverStaticLoadPath,boolean,False,enable driver replication on static to RM input boundary nets. This happens when static driver drives both static and RM loads,0
hd.enableEarlyPR,string,False,Enable PR internally for a upcoming architecture that does not yet have FrameMgr support.,0
hd.enableFlowCheckParam,boolean,False,This is going to enable specific flow check,1
hd.enableIDFDRC,boolean,True,Enable system IDF DRCs of VIV 2.0.,0
hd.enableOOCPR,string,False,Enable OOC module PR implementatino internally.,0
hd.enablePostRouteDRC,boolean,False,Enable post-route-DRC,1
hd.enablePPLOCGradientCapacity,boolean,False,enable the code of PPLOC placement tuning,1
hd.enablePRFreeze,boolean,False,Enable XPIO PR freeze mode for PDI generation,0
hd.enablePRInsertedBufferDeletion,boolean,False,"if it is true, delete inserted buffers when doing set_property HD.RECONFIGURABLE false",0
hd.enableReadCheckpoint,boolean,False,Parameter to control new HD.PARTITION/HD.ISOLATION specific read_checkpoint -cell behavior.,1
hd.enableReadCheckpointCanPlace,boolean,False,Parameter to control new HD.PARTITION/HD.ISOLATION specific read_checkpoint -cell canPlace behavior.,1
hd.enableReconfigurableSuperLongLineForStaticRouting,boolean,False,parameter to enable reconfigurable super long line for static routing,1
hd.enableTandemAutoPblockAssignment,boolean,False,Enable Tandem stage1 auto pblock assignment,1
hd.enableTandemPR,string,False,Enable software support of Partial Reconfiguration + Tandem designs.,0
hd.enableVerticalExpansion,boolean,False,set the parameter true to expand vertically 1 FSR top and 1 FSR bottom,0
hd.errorInjectionForDefaultMuxSelection,boolean,False,1st configuration always picks up static incident; while 2nd configuration does not change,0
hd.everestAddBli,string,False,"For Everest, controls whether to pull in BLI resources for each ranged HSR tiles. Valid values: none, aligned, all",all
hd.everestSnapping,integer,False,Controls new Everest snapping behavior. 0 is the default where numbers greater are different strategies we are currently trying out.,0
hd.excludeRouteNodes,boolean,False,Control RM GNODE/SLLs route nodes exclusions,1
hd.expansionRatio,integer,False,total number of tiles after expansion / total number of tiles before expansion,3
hd.extendBonded,string,False,"For 7-series ROUTING snapping_mode, when possible extend RM pblock into bounded IO regions without locs to help with routing",1
hd.extendUnbonded,string,False,"For 7-series ROUTING snapping_mode, when possible extend RM pblock into unbounded IO regions without locs to help with routing",1
hd.FilterHSRRoutingTiles,string,False,"For Everest control the routing resources pulled in for ranged HSR tiles. By default, include all types. Specify specific tile names that get filtered out.",None
hd.growRmToUnusedStatic,integer,False,"When static is placed and completed, set this with snapping mode ON, to grow pblock into unused PUs",0
hd.HandleUnusedPrClockNodes,boolean,False,set it to true so that unused PR clock nodes has only one pull-up inside RP,1
